url,depth,title,meta_description,meta_keywords,favicon,canonical_url,og_title,og_description,og_image,url_length,url_params_count,url_path_depth,internal_link_count,external_link_count,nofollow_link_count,empty_anchor_text_count,generic_anchor_text_count,keyword_rich_anchor_text_count,internal_external_ratio,total_link_count,js_files_count,css_files_count,image_count,font_count,video_count,audio_count,internal_resources_count,external_resources_count,word_count,content_size,crawl_timestamp,status_code
https://quotes.toscrape.com/page/2/,2,Quotes to Scrape,,,,,,,,35,0,2,62,2,0,0,1,1,31.0,64,0,2,0,0,0,0,2,0,613,13745,2026-02-02T02:51:57.552809,200
https://quotes.toscrape.com/tag/love/,2,Quotes to Scrape,,,,,,,,37,0,2,55,2,0,0,1,1,27.5,57,0,2,0,0,0,0,2,0,683,13256,2026-02-02T02:51:58.574285,200
https://quotes.toscrape.com/tag/inspirational/,2,Quotes to Scrape,,,,,,,,46,0,2,59,2,0,0,1,1,29.5,61,0,2,0,0,0,0,2,0,494,12826,2026-02-02T02:51:59.548016,200
https://quotes.toscrape.com/tag/life/,2,Quotes to Scrape,,,,,,,,37,0,2,59,2,0,0,0,1,29.5,61,0,2,0,0,0,0,2,0,508,12659,2026-02-02T02:52:00.583139,200
https://quotes.toscrape.com/tag/humor/,2,Quotes to Scrape,,,,,,,,38,0,2,50,2,0,0,0,1,25.0,52,0,2,0,0,0,0,2,0,294,10679,2026-02-02T02:52:01.697627,200
https://quotes.toscrape.com/tag/books/,2,Quotes to Scrape,,,,,,,,38,0,2,62,2,0,0,0,1,31.0,64,0,2,0,0,0,0,2,0,339,11929,2026-02-02T02:52:02.759781,200
https://quotes.toscrape.com/tag/reading/,2,Quotes to Scrape,,,,,,,,40,0,2,44,2,0,0,0,1,22.0,46,0,2,0,0,0,0,2,0,255,8999,2026-02-02T02:52:03.728027,200
https://quotes.toscrape.com/tag/friendship/,2,Quotes to Scrape,,,,,,,,43,0,2,34,2,0,0,0,1,17.0,36,0,2,0,0,0,0,2,0,166,7116,2026-02-02T02:52:04.640665,200
https://quotes.toscrape.com/tag/friends/,2,Quotes to Scrape,,,,,,,,40,0,2,33,2,0,0,0,1,16.5,35,0,2,0,0,0,0,2,0,313,7496,2026-02-02T02:52:05.714369,200
https://quotes.toscrape.com/tag/truth/,2,Quotes to Scrape,,,,,,,,38,0,2,27,2,0,0,0,1,13.5,29,0,2,0,0,0,0,2,0,125,5940,2026-02-02T02:52:06.752063,200
https://quotes.toscrape.com/tag/simile/,2,Quotes to Scrape,,,,,,,,39,0,2,24,2,0,0,0,1,12.0,26,0,2,0,0,0,0,2,0,84,5092,2026-02-02T02:52:07.811127,200
